,subject,value,hemi,region,sex,age,yeo_label
2185,49078,0.034487869131936244,left,37,M,2.01,Ventral Attention
2186,42019,0.04681129648180108,left,37,M,3.816,Ventral Attention
2187,41807,0.039168756618912684,left,37,M,3.904,Ventral Attention
2188,41716,0.040760759616534956,left,37,M,3.907,Ventral Attention
2189,41854,0.043512113836769666,left,37,M,3.915,Ventral Attention
2190,41651,0.038959002725312525,left,37,M,3.948,Ventral Attention
2191,41547,0.037022754106997804,left,37,M,3.973,Ventral Attention
2192,41519,0.048749705028388705,left,37,M,3.981,Ventral Attention
2193,41463,0.045100209765713536,left,37,M,4.074,Ventral Attention
2194,41458,0.04129586566730284,left,37,M,4.112,Ventral Attention
2195,40033,0.041834882434011275,left,37,M,5.899,Ventral Attention
2196,39066,0.039944081459519706,left,37,M,6.877,Ventral Attention
2197,44444,0.04475085856003724,left,37,F,7.149,Ventral Attention
2198,37972,0.03616941452190383,left,37,M,8.016,Ventral Attention
2199,36824,0.044151517471911865,left,37,M,9.775,Ventral Attention
2200,36464,0.0471817392630544,left,37,M,9.945,Ventral Attention
2201,36291,0.040051156945028046,left,37,M,10.036,Ventral Attention
2202,41759,0.04363089238356257,left,37,F,10.259,Ventral Attention
2203,41645,0.042700565462614234,left,37,F,10.322,Ventral Attention
2204,41372,0.036215902698816006,left,37,F,10.957,Ventral Attention
2205,41083,0.041949272422410894,left,37,F,11.154,Ventral Attention
2206,40706,0.03782619522687752,left,37,F,11.231,Ventral Attention
2207,34847,0.03889473423397312,left,37,M,12.027,Ventral Attention
2208,39834,0.03986427012513644,left,37,F,12.255,Ventral Attention
2209,39599,0.039928904389497956,left,37,F,12.329,Ventral Attention
2210,34110,0.04182944376280326,left,37,M,12.929,Ventral Attention
2211,39437,0.03930776802381635,left,37,F,13.005,Ventral Attention
2212,33111,0.04543805353677925,left,37,M,13.992,Ventral Attention
2213,32479,0.042613675841932874,left,37,M,14.921,Ventral Attention
2214,32287,0.0431337988973016,left,37,M,14.984,Ventral Attention
2215,37169,0.044282361212504145,left,37,F,15.107,Ventral Attention
2216,37693,0.03930037355549584,left,37,F,15.14,Ventral Attention
2217,36831,0.0439540753505408,left,37,F,15.775,Ventral Attention
2218,36374,0.03628283854419132,left,37,F,15.836,Ventral Attention
2219,36422,0.037535479268908066,left,37,M,15.932,Ventral Attention
2220,36574,0.04007359501162906,left,37,M,16.041,Ventral Attention
2221,36657,0.039140194636514615,left,37,F,16.255,Ventral Attention
2222,36352,0.04264151012529947,left,37,M,16.444,Ventral Attention
2223,35949,0.03740347098292301,left,37,M,16.956,Ventral Attention
2224,35671,0.03870883685535354,left,37,F,16.992,Ventral Attention
2225,35545,0.03625431850844102,left,37,F,17.129,Ventral Attention
2226,35580,0.04332071063715575,left,37,M,17.273,Ventral Attention
2227,35306,0.040119880620847204,left,37,M,17.614,Ventral Attention
2228,34839,0.041065830725043,left,37,F,18.022,Ventral Attention
2229,35241,0.03593824401504004,left,37,F,18.114,Ventral Attention
2230,34884,0.042024610858739604,left,37,M,18.311,Ventral Attention
2231,33825,0.0423829759541995,left,37,M,18.855,Ventral Attention
2232,33734,0.03612952229081789,left,37,M,19.082,Ventral Attention
2233,35253,0.035161569774540456,left,37,M,19.154,Ventral Attention
2234,33278,0.04147589061750881,left,37,F,19.764,Ventral Attention
2235,33199,0.04085635212546879,left,37,F,19.901,Ventral Attention
2236,33002,0.03342356960545993,left,37,F,20.339,Ventral Attention
2237,33882,0.037944414116752326,left,37,F,21.607,Ventral Attention
2238,32924,0.040478498947393006,left,37,F,22.563,Ventral Attention
2239,29949,0.04248850109236805,left,37,F,26.428,Ventral Attention
2240,49134,0.042274324289657585,right,37,F,1.131,Ventral Attention
2241,49112,0.03515534519609148,right,37,F,1.982,Ventral Attention
2242,48233,0.03825698652934486,right,37,M,1.988,Ventral Attention
2243,49050,0.03670588326241189,right,37,F,1.993,Ventral Attention
2244,49041,0.04262178288544781,right,37,M,1.996,Ventral Attention
2245,49225,0.03721676703651841,right,37,F,1.999,Ventral Attention
2246,47979,0.03951727213391415,right,37,M,2.001,Ventral Attention
2247,49196,0.03582941259727475,right,37,F,2.004,Ventral Attention
2248,48184,0.03988266313559977,right,37,M,2.007,Ventral Attention
2249,49078,0.03300838786583542,right,37,M,2.01,Ventral Attention
2250,42019,0.04403209775062153,right,37,M,3.816,Ventral Attention
2251,41807,0.040465507174092794,right,37,M,3.904,Ventral Attention
2252,41716,0.04320247106990749,right,37,M,3.907,Ventral Attention
2253,41854,0.04533183158311681,right,37,M,3.915,Ventral Attention
2254,41651,0.039260018528545444,right,37,M,3.948,Ventral Attention
2255,41547,0.0371317650911073,right,37,M,3.973,Ventral Attention
2256,41519,0.04436578546800743,right,37,M,3.981,Ventral Attention
2257,41463,0.041350694089968866,right,37,M,4.074,Ventral Attention
2258,41458,0.038852573542784034,right,37,M,4.112,Ventral Attention
2259,40033,0.03721919414525449,right,37,M,5.899,Ventral Attention
2260,39066,0.04084500508937771,right,37,M,6.877,Ventral Attention
2261,44444,0.04035381161633941,right,37,F,7.149,Ventral Attention
2262,37972,0.03861029480855774,right,37,M,8.016,Ventral Attention
2263,36824,0.04820548231356083,right,37,M,9.775,Ventral Attention
2264,36464,0.04739163035355161,right,37,M,9.945,Ventral Attention
2265,36291,0.039231135580349664,right,37,M,10.036,Ventral Attention
2266,41759,0.040699023407326326,right,37,F,10.259,Ventral Attention
2267,41645,0.043397647116292605,right,37,F,10.322,Ventral Attention
2268,41372,0.03513526433439642,right,37,F,10.957,Ventral Attention
2269,41083,0.0454438999204531,right,37,F,11.154,Ventral Attention
2270,40706,0.041045396497124395,right,37,F,11.231,Ventral Attention
2271,34847,0.04104541265500257,right,37,M,12.027,Ventral Attention
2272,39834,0.043559730392770606,right,37,F,12.255,Ventral Attention
2273,39599,0.03997712866293048,right,37,F,12.329,Ventral Attention
2274,34110,0.03716345837485923,right,37,M,12.929,Ventral Attention
2275,39437,0.0380435123203776,right,37,F,13.005,Ventral Attention
2276,33111,0.04413561494283596,right,37,M,13.992,Ventral Attention
2277,32479,0.04239339905968958,right,37,M,14.921,Ventral Attention
2278,32287,0.04518983055361743,right,37,M,14.984,Ventral Attention
2279,37169,0.04048040240661587,right,37,F,15.107,Ventral Attention
2280,37693,0.04153206379187996,right,37,F,15.14,Ventral Attention
2281,36831,0.04421673751146424,right,37,F,15.775,Ventral Attention
2282,36374,0.04118494543258543,right,37,F,15.836,Ventral Attention
2283,36422,0.0342614400299305,right,37,M,15.932,Ventral Attention
2284,36574,0.038487878736239274,right,37,M,16.041,Ventral Attention
2285,36657,0.038940884925010806,right,37,F,16.255,Ventral Attention
2286,36352,0.039402777719105296,right,37,M,16.444,Ventral Attention
2287,35949,0.03593078023821751,right,37,M,16.956,Ventral Attention
2288,35671,0.04013736422861547,right,37,F,16.992,Ventral Attention
2289,35545,0.03420787179679375,right,37,F,17.129,Ventral Attention
2290,35580,0.0453864128825264,right,37,M,17.273,Ventral Attention
2291,35306,0.036479603100687534,right,37,M,17.614,Ventral Attention
2292,34839,0.04425150270600716,right,37,F,18.022,Ventral Attention
2293,35241,0.03905566311094584,right,37,F,18.114,Ventral Attention
2294,34884,0.04050662574241451,right,37,M,18.311,Ventral Attention
2295,33825,0.043481835724903,right,37,M,18.855,Ventral Attention
2296,33734,0.03533759724182209,right,37,M,19.082,Ventral Attention
2297,35253,0.036817159153970436,right,37,M,19.154,Ventral Attention
2298,33278,0.04485662378691591,right,37,F,19.764,Ventral Attention
2299,33199,0.040961593766505405,right,37,F,19.901,Ventral Attention
2300,33002,0.03499257865765995,right,37,F,20.339,Ventral Attention
2301,33882,0.03757602684797146,right,37,F,21.607,Ventral Attention
2302,32924,0.0366078626698971,right,37,F,22.563,Ventral Attention
2303,29949,0.03827693996530053,right,37,F,26.428,Ventral Attention
2304,49134,0.038408856510430446,left,146,F,1.131,Ventral Attention
2305,49112,0.0434395638944818,left,146,F,1.982,Ventral Attention
2306,48233,0.04246071479548616,left,146,M,1.988,Ventral Attention
2307,49050,0.03799507906694981,left,146,F,1.993,Ventral Attention
2308,49041,0.040991768829651165,left,146,M,1.996,Ventral Attention
2309,49225,0.040272185426693495,left,146,F,1.999,Ventral Attention
2310,47979,0.0406633827538996,left,146,M,2.001,Ventral Attention
2311,49196,0.0370136386967723,left,146,F,2.004,Ventral Attention
2312,48184,0.04538979004462596,left,146,M,2.007,Ventral Attention
2313,49078,0.035216825098002766,left,146,M,2.01,Ventral Attention
2314,42019,0.04264026108284755,left,146,M,3.816,Ventral Attention
2315,41807,0.041416957710690434,left,146,M,3.904,Ventral Attention
2316,41716,0.037579901267862675,left,146,M,3.907,Ventral Attention
2317,41854,0.0422887226026553,left,146,M,3.915,Ventral Attention
2318,41651,0.03414784032253264,left,146,M,3.948,Ventral Attention
2319,41547,0.04196606000238193,left,146,M,3.973,Ventral Attention
2320,41519,0.04433849540436433,left,146,M,3.981,Ventral Attention
2321,41463,0.043878139275657826,left,146,M,4.074,Ventral Attention
2322,41458,0.03934204440959765,left,146,M,4.112,Ventral Attention
2323,40033,0.041925091742421004,left,146,M,5.899,Ventral Attention
2324,39066,0.040425754594060226,left,146,M,6.877,Ventral Attention
2325,44444,0.03801642869093713,left,146,F,7.149,Ventral Attention
2326,37972,0.03707494996876955,left,146,M,8.016,Ventral Attention
2327,36824,0.04202091383243518,left,146,M,9.775,Ventral Attention
2328,36464,0.03597221628526898,left,146,M,9.945,Ventral Attention
2329,36291,0.04085462946369429,left,146,M,10.036,Ventral Attention
2330,41759,0.03864581699042506,left,146,F,10.259,Ventral Attention
2331,41645,0.03818574882361202,left,146,F,10.322,Ventral Attention
2332,41372,0.037212908998643525,left,146,F,10.957,Ventral Attention
2333,41083,0.037905547717264475,left,146,F,11.154,Ventral Attention
2334,40706,0.03378590008873671,left,146,F,11.231,Ventral Attention
2335,34847,0.03821848083822329,left,146,M,12.027,Ventral Attention
2336,39834,0.035212920265609314,left,146,F,12.255,Ventral Attention
2337,39599,0.036163229958065625,left,146,F,12.329,Ventral Attention
2338,34110,0.0363926842907249,left,146,M,12.929,Ventral Attention
2339,39437,0.033354654352425184,left,146,F,13.005,Ventral Attention
2340,33111,0.0398805094044414,left,146,M,13.992,Ventral Attention
2341,32479,0.03745903744127731,left,146,M,14.921,Ventral Attention
2342,32287,0.03830277762606949,left,146,M,14.984,Ventral Attention
2343,37169,0.03571662244583244,left,146,F,15.107,Ventral Attention
2344,37693,0.03688509532176638,left,146,F,15.14,Ventral Attention
2345,36831,0.0400727339351704,left,146,F,15.775,Ventral Attention
2346,36374,0.0360052665589193,left,146,F,15.836,Ventral Attention
2347,36422,0.03489219385318158,left,146,M,15.932,Ventral Attention
2348,36574,0.033992376769363966,left,146,M,16.041,Ventral Attention
2349,36657,0.03801796196986957,left,146,F,16.255,Ventral Attention
2350,36352,0.03866576713594154,left,146,M,16.444,Ventral Attention
2351,35949,0.04452930230706518,left,146,M,16.956,Ventral Attention
2352,35671,0.03723253943223338,left,146,F,16.992,Ventral Attention
2353,35545,0.0350104214915861,left,146,F,17.129,Ventral Attention
2354,35580,0.03387926446105567,left,146,M,17.273,Ventral Attention
2355,35306,0.03579958812462138,left,146,M,17.614,Ventral Attention
2356,34839,0.03340169207160168,left,146,F,18.022,Ventral Attention
2357,35241,0.03722516591578057,left,146,F,18.114,Ventral Attention
2358,34884,0.035094801429549495,left,146,M,18.311,Ventral Attention
2359,33825,0.036166167663005615,left,146,M,18.855,Ventral Attention
2360,33734,0.03273982280529574,left,146,M,19.082,Ventral Attention
2361,35253,0.03414555982174004,left,146,M,19.154,Ventral Attention
2362,33278,0.03547250419584893,left,146,F,19.764,Ventral Attention
2363,33199,0.03879739746796384,left,146,F,19.901,Ventral Attention
2364,33002,0.03525851713394577,left,146,F,20.339,Ventral Attention
2365,33882,0.033030140665120916,left,146,F,21.607,Ventral Attention
2366,32924,0.03241424146230453,left,146,F,22.563,Ventral Attention
2367,29949,0.03194656573783796,left,146,F,26.428,Ventral Attention
2368,49134,0.04287577866217975,right,146,F,1.131,Ventral Attention
2369,49112,0.04227562965726728,right,146,F,1.982,Ventral Attention
2370,48233,0.04386882165280901,right,146,M,1.988,Ventral Attention
2371,49050,0.04028244819307574,right,146,F,1.993,Ventral Attention
2372,49041,0.042701181890824946,right,146,M,1.996,Ventral Attention
2373,49225,0.04169911800087912,right,146,F,1.999,Ventral Attention
2374,47979,0.04297612910344017,right,146,M,2.001,Ventral Attention
2375,49196,0.03844175479458238,right,146,F,2.004,Ventral Attention
2376,48184,0.04393921207441506,right,146,M,2.007,Ventral Attention
2377,49078,0.037973590514998413,right,146,M,2.01,Ventral Attention
2378,42019,0.04234579298413517,right,146,M,3.816,Ventral Attention
2379,41807,0.03787056669373414,right,146,M,3.904,Ventral Attention
2380,41716,0.038875899508249365,right,146,M,3.907,Ventral Attention
2381,41854,0.04541723528280288,right,146,M,3.915,Ventral Attention
2382,41651,0.03652212008681512,right,146,M,3.948,Ventral Attention
2383,41547,0.04045903288631519,right,146,M,3.973,Ventral Attention
2384,41519,0.03894159879152861,right,146,M,3.981,Ventral Attention
2385,41463,0.042641920741695885,right,146,M,4.074,Ventral Attention
2386,41458,0.040958365400582626,right,146,M,4.112,Ventral Attention
2387,40033,0.03960944590789809,right,146,M,5.899,Ventral Attention
2388,39066,0.041251634855589164,right,146,M,6.877,Ventral Attention
2389,44444,0.03707686825794639,right,146,F,7.149,Ventral Attention
2390,37972,0.037710229805878785,right,146,M,8.016,Ventral Attention
2391,36824,0.04373654194080646,right,146,M,9.775,Ventral Attention
2392,36464,0.03526680389911071,right,146,M,9.945,Ventral Attention
2393,36291,0.039227249130359715,right,146,M,10.036,Ventral Attention
2394,41759,0.0388551937676469,right,146,F,10.259,Ventral Attention
2395,41645,0.04137397439408737,right,146,F,10.322,Ventral Attention
2396,41372,0.03717840614835437,right,146,F,10.957,Ventral Attention
2397,41083,0.037600120351404434,right,146,F,11.154,Ventral Attention
2398,40706,0.03418657863236678,right,146,F,11.231,Ventral Attention
2399,34847,0.038159923966276744,right,146,M,12.027,Ventral Attention
2400,39834,0.03596727387011379,right,146,F,12.255,Ventral Attention
2401,39599,0.036416180902974736,right,146,F,12.329,Ventral Attention
2402,34110,0.033833110153208334,right,146,M,12.929,Ventral Attention
2403,39437,0.03488397844049228,right,146,F,13.005,Ventral Attention
2404,33111,0.041014379972834775,right,146,M,13.992,Ventral Attention
2405,32479,0.03973213886765525,right,146,M,14.921,Ventral Attention
2406,32287,0.038016281851809705,right,146,M,14.984,Ventral Attention
2407,37169,0.03821569771712482,right,146,F,15.107,Ventral Attention
2408,37693,0.03770820849471133,right,146,F,15.14,Ventral Attention
2409,36831,0.03947040993188547,right,146,F,15.775,Ventral Attention
2410,36374,0.0373370170513599,right,146,F,15.836,Ventral Attention
2411,36422,0.033284107694857276,right,146,M,15.932,Ventral Attention
2412,36574,0.036420693992119675,right,146,M,16.041,Ventral Attention
2413,36657,0.037647753237191835,right,146,F,16.255,Ventral Attention
2414,36352,0.03851930062869121,right,146,M,16.444,Ventral Attention
2415,35949,0.04185641382040724,right,146,M,16.956,Ventral Attention
2416,35671,0.03763323098550596,right,146,F,16.992,Ventral Attention
2417,35545,0.03497901191856095,right,146,F,17.129,Ventral Attention
2418,35580,0.03458986967898175,right,146,M,17.273,Ventral Attention
2419,35306,0.034150982439910695,right,146,M,17.614,Ventral Attention
2420,34839,0.03253356508825971,right,146,F,18.022,Ventral Attention
2421,35241,0.035413701477476085,right,146,F,18.114,Ventral Attention
2422,34884,0.03613291662866309,right,146,M,18.311,Ventral Attention
2423,33825,0.03832538149092291,right,146,M,18.855,Ventral Attention
2424,33734,0.033631199392489576,right,146,M,19.082,Ventral Attention
2425,35253,0.03270598926438434,right,146,M,19.154,Ventral Attention
2426,33278,0.03650032424489726,right,146,F,19.764,Ventral Attention
2427,33199,0.03577446262294646,right,146,F,19.901,Ventral Attention
2428,33002,0.0339005713143887,right,146,F,20.339,Ventral Attention
2429,33882,0.031287438443621425,right,146,F,21.607,Ventral Attention
2430,32924,0.0330210091710831,right,146,F,22.563,Ventral Attention
2431,29949,0.0400532312283203,right,146,F,26.428,Ventral Attention
2432,49134,0.042600809692570504,left,38,F,1.131,Ventral Attention
2433,49112,0.04488427472549153,left,38,F,1.982,Ventral Attention
2434,48233,0.04413320524933695,left,38,M,1.988,Ventral Attention
2435,49050,0.044195603149514255,left,38,F,1.993,Ventral Attention
2436,49041,0.044834486885642906,left,38,M,1.996,Ventral Attention
2437,49225,0.042390324585640064,left,38,F,1.999,Ventral Attention
2438,47979,0.04806577728889983,left,38,M,2.001,Ventral Attention
2439,49196,0.05104837799279848,left,38,F,2.004,Ventral Attention
2440,48184,0.04740952331413664,left,38,M,2.007,Ventral Attention
2441,49078,0.043670438896519594,left,38,M,2.01,Ventral Attention
2442,42019,0.04025240892214736,left,38,M,3.816,Ventral Attention
2443,41807,0.04449239815303221,left,38,M,3.904,Ventral Attention
2444,41716,0.04500621563749507,left,38,M,3.907,Ventral Attention
2445,41854,0.04562997018976478,left,38,M,3.915,Ventral Attention
2446,41651,0.045379542406815215,left,38,M,3.948,Ventral Attention
2447,41547,0.04458788554278891,left,38,M,3.973,Ventral Attention
2448,41519,0.04741860989947845,left,38,M,3.981,Ventral Attention
2449,41463,0.046437350397666145,left,38,M,4.074,Ventral Attention
2450,41458,0.04423855197723238,left,38,M,4.112,Ventral Attention
2451,40033,0.04383591157146545,left,38,M,5.899,Ventral Attention
2452,39066,0.043958467037653146,left,38,M,6.877,Ventral Attention
2453,44444,0.043236864781299456,left,38,F,7.149,Ventral Attention
2454,37972,0.04372173930188672,left,38,M,8.016,Ventral Attention
2455,36824,0.04414051502325704,left,38,M,9.775,Ventral Attention
2456,36464,0.04206689622557235,left,38,M,9.945,Ventral Attention
2457,36291,0.04885566969526378,left,38,M,10.036,Ventral Attention
2458,41759,0.038802384148564205,left,38,F,10.259,Ventral Attention
2459,41645,0.04250850717983726,left,38,F,10.322,Ventral Attention
2460,41372,0.04260609343742301,left,38,F,10.957,Ventral Attention
2461,41083,0.04150617013758038,left,38,F,11.154,Ventral Attention
2462,40706,0.04417877049213812,left,38,F,11.231,Ventral Attention
2463,34847,0.046289350740029024,left,38,M,12.027,Ventral Attention
2464,39834,0.043492595718722514,left,38,F,12.255,Ventral Attention
2465,39599,0.04131436206364177,left,38,F,12.329,Ventral Attention
2466,34110,0.04307623556316079,left,38,M,12.929,Ventral Attention
2467,39437,0.04305868704104077,left,38,F,13.005,Ventral Attention
2468,33111,0.04388444950901188,left,38,M,13.992,Ventral Attention
2469,32479,0.04597109274615643,left,38,M,14.921,Ventral Attention
2470,32287,0.04459786762587189,left,38,M,14.984,Ventral Attention
2471,37169,0.0425108095304461,left,38,F,15.107,Ventral Attention
2472,37693,0.04358036962019713,left,38,F,15.14,Ventral Attention
2473,36831,0.04205089582868095,left,38,F,15.775,Ventral Attention
2474,36374,0.043007873962240005,left,38,F,15.836,Ventral Attention
2475,36422,0.04240997334850312,left,38,M,15.932,Ventral Attention
2476,36574,0.04378189833761099,left,38,M,16.041,Ventral Attention
2477,36657,0.04491945655644468,left,38,F,16.255,Ventral Attention
2478,36352,0.044091864829137815,left,38,M,16.444,Ventral Attention
2479,35949,0.04461281215575165,left,38,M,16.956,Ventral Attention
2480,35671,0.04444747080947428,left,38,F,16.992,Ventral Attention
2481,35545,0.040626916521217624,left,38,F,17.129,Ventral Attention
2482,35580,0.04319460493915029,left,38,M,17.273,Ventral Attention
2483,35306,0.04467086645827442,left,38,M,17.614,Ventral Attention
2484,34839,0.0430359770047931,left,38,F,18.022,Ventral Attention
2485,35241,0.04268086718106526,left,38,F,18.114,Ventral Attention
2486,34884,0.04126780255567862,left,38,M,18.311,Ventral Attention
2487,33825,0.04641116684100642,left,38,M,18.855,Ventral Attention
2488,33734,0.041954050681500724,left,38,M,19.082,Ventral Attention
2489,35253,0.04330020417386015,left,38,M,19.154,Ventral Attention
2490,33278,0.04179738756471307,left,38,F,19.764,Ventral Attention
2491,33199,0.044789293324727954,left,38,F,19.901,Ventral Attention
2492,33002,0.041609394077129366,left,38,F,20.339,Ventral Attention
2493,33882,0.044000238389412666,left,38,F,21.607,Ventral Attention
2494,32924,0.04336615128516667,left,38,F,22.563,Ventral Attention
2495,29949,0.04830995345433309,left,38,F,26.428,Ventral Attention
2496,49134,0.043735792405985144,right,38,F,1.131,Ventral Attention
2497,49112,0.04204400878720383,right,38,F,1.982,Ventral Attention
2498,48233,0.04424728857607776,right,38,M,1.988,Ventral Attention
2499,49050,0.04673025768007099,right,38,F,1.993,Ventral Attention
2500,49041,0.043617150905378405,right,38,M,1.996,Ventral Attention
2501,49225,0.042799305198049475,right,38,F,1.999,Ventral Attention
2502,47979,0.04686112913820276,right,38,M,2.001,Ventral Attention
2503,49196,0.04563647263611717,right,38,F,2.004,Ventral Attention
2504,48184,0.04729811671158858,right,38,M,2.007,Ventral Attention
2505,49078,0.044393440085878894,right,38,M,2.01,Ventral Attention
2506,42019,0.04205935794596504,right,38,M,3.816,Ventral Attention
2507,41807,0.044515543396554516,right,38,M,3.904,Ventral Attention
2508,41716,0.04582366945236115,right,38,M,3.907,Ventral Attention
2509,41854,0.04336448512806701,right,38,M,3.915,Ventral Attention
2510,41651,0.042262267512591184,right,38,M,3.948,Ventral Attention
2511,41547,0.044536809104809755,right,38,M,3.973,Ventral Attention
2512,41519,0.048586697403086125,right,38,M,3.981,Ventral Attention
2513,41463,0.04413451489803758,right,38,M,4.074,Ventral Attention
2514,41458,0.04251106686255249,right,38,M,4.112,Ventral Attention
2515,40033,0.04075842580340811,right,38,M,5.899,Ventral Attention
2516,39066,0.04246211053365872,right,38,M,6.877,Ventral Attention
2517,44444,0.042323250539837966,right,38,F,7.149,Ventral Attention
2518,37972,0.04589046724743109,right,38,M,8.016,Ventral Attention
2519,36824,0.04508564672860678,right,38,M,9.775,Ventral Attention
2520,36464,0.041378164635661414,right,38,M,9.945,Ventral Attention
2521,36291,0.04836783065882464,right,38,M,10.036,Ventral Attention
2522,41759,0.040933210597918795,right,38,F,10.259,Ventral Attention
2523,41645,0.039829165495316565,right,38,F,10.322,Ventral Attention
2524,41372,0.04343643259132745,right,38,F,10.957,Ventral Attention
2525,41083,0.042399240941037766,right,38,F,11.154,Ventral Attention
2526,40706,0.04347439204813531,right,38,F,11.231,Ventral Attention
2527,34847,0.043954219694007396,right,38,M,12.027,Ventral Attention
2528,39834,0.04316329723755017,right,38,F,12.255,Ventral Attention
2529,39599,0.04311142124240144,right,38,F,12.329,Ventral Attention
2530,34110,0.04382305728417894,right,38,M,12.929,Ventral Attention
2531,39437,0.04378569608566039,right,38,F,13.005,Ventral Attention
2532,33111,0.04194445692752059,right,38,M,13.992,Ventral Attention
2533,32479,0.04821615934495617,right,38,M,14.921,Ventral Attention
2534,32287,0.04360362958115423,right,38,M,14.984,Ventral Attention
2535,37169,0.043052983715120875,right,38,F,15.107,Ventral Attention
2536,37693,0.04398259817088311,right,38,F,15.14,Ventral Attention
2537,36831,0.04071966353255482,right,38,F,15.775,Ventral Attention
2538,36374,0.04254806069605544,right,38,F,15.836,Ventral Attention
2539,36422,0.044185581125176024,right,38,M,15.932,Ventral Attention
2540,36574,0.04191905694608602,right,38,M,16.041,Ventral Attention
2541,36657,0.042767458233551006,right,38,F,16.255,Ventral Attention
2542,36352,0.04425764293331328,right,38,M,16.444,Ventral Attention
2543,35949,0.0438446570351978,right,38,M,16.956,Ventral Attention
2544,35671,0.04230180868988869,right,38,F,16.992,Ventral Attention
2545,35545,0.04138323443865757,right,38,F,17.129,Ventral Attention
2546,35580,0.04113589304284193,right,38,M,17.273,Ventral Attention
2547,35306,0.043721936987912546,right,38,M,17.614,Ventral Attention
2548,34839,0.040795912981954535,right,38,F,18.022,Ventral Attention
2549,35241,0.04257790508422436,right,38,F,18.114,Ventral Attention
2550,34884,0.04005412376710411,right,38,M,18.311,Ventral Attention
2551,33825,0.044390887841835376,right,38,M,18.855,Ventral Attention
2552,33734,0.04142532754408537,right,38,M,19.082,Ventral Attention
2553,35253,0.044922882594062165,right,38,M,19.154,Ventral Attention
2554,33278,0.04390416119993935,right,38,F,19.764,Ventral Attention
2555,33199,0.045733365048715925,right,38,F,19.901,Ventral Attention
2556,33002,0.04246036016249817,right,38,F,20.339,Ventral Attention
2557,33882,0.04632870945282451,right,38,F,21.607,Ventral Attention
2558,32924,0.043398795436832,right,38,F,22.563,Ventral Attention
2559,29949,0.04406961141933759,right,38,F,26.428,Ventral Attention
2560,49134,0.04448691668011306,left,137,F,1.131,SomatoMotor
2561,49112,0.04644538368073124,left,137,F,1.982,SomatoMotor
2562,48233,0.04536657774281103,left,137,M,1.988,SomatoMotor
2563,49050,0.047649422339140504,left,137,F,1.993,SomatoMotor
2564,49041,0.04738466346271502,left,137,M,1.996,SomatoMotor
2565,49225,0.04562077301776058,left,137,F,1.999,SomatoMotor
2566,47979,0.04777726352900506,left,137,M,2.001,SomatoMotor
2567,49196,0.04719081646882907,left,137,F,2.004,SomatoMotor
2568,48184,0.04688505456111158,left,137,M,2.007,SomatoMotor
2569,49078,0.04597178049239545,left,137,M,2.01,SomatoMotor
2570,42019,0.04415097431787964,left,137,M,3.816,SomatoMotor
2571,41807,0.044838394069283895,left,137,M,3.904,SomatoMotor
2572,41716,0.04379396773827802,left,137,M,3.907,SomatoMotor
2573,41854,0.04601752291524726,left,137,M,3.915,SomatoMotor
2574,41651,0.04524843559467935,left,137,M,3.948,SomatoMotor
2575,41547,0.04524273887993915,left,137,M,3.973,SomatoMotor
2576,41519,0.04431570765525647,left,137,M,3.981,SomatoMotor
2577,41463,0.04157822111650344,left,137,M,4.074,SomatoMotor
2578,41458,0.04614141723176725,left,137,M,4.112,SomatoMotor
2579,40033,0.04341194797323396,left,137,M,5.899,SomatoMotor
2580,39066,0.045851888674154094,left,137,M,6.877,SomatoMotor
2581,44444,0.04543395587804654,left,137,F,7.149,SomatoMotor
2582,37972,0.04909384382719603,left,137,M,8.016,SomatoMotor
2583,36824,0.046144832790357436,left,137,M,9.775,SomatoMotor
2584,36464,0.04911478927041378,left,137,M,9.945,SomatoMotor
2585,36291,0.050811656183016266,left,137,M,10.036,SomatoMotor
2586,41759,0.04356476841479958,left,137,F,10.259,SomatoMotor
2587,41645,0.041661945783766904,left,137,F,10.322,SomatoMotor
2588,41372,0.04521453617432995,left,137,F,10.957,SomatoMotor
2589,41083,0.04756034247220087,left,137,F,11.154,SomatoMotor
2590,40706,0.04802475531271794,left,137,F,11.231,SomatoMotor
2591,34847,0.04580000121015955,left,137,M,12.027,SomatoMotor
2592,39834,0.045540098847857216,left,137,F,12.255,SomatoMotor
2593,39599,0.04585891922409946,left,137,F,12.329,SomatoMotor
2594,34110,0.04598910118045424,left,137,M,12.929,SomatoMotor
2595,39437,0.04234432793613327,left,137,F,13.005,SomatoMotor
2596,33111,0.04412515985050508,left,137,M,13.992,SomatoMotor
2597,32479,0.04564169530534636,left,137,M,14.921,SomatoMotor
2598,32287,0.047980636104278225,left,137,M,14.984,SomatoMotor
2599,37169,0.046573033907032726,left,137,F,15.107,SomatoMotor
2600,37693,0.044968197880995785,left,137,F,15.14,SomatoMotor
2601,36831,0.04189674826546706,left,137,F,15.775,SomatoMotor
2602,36374,0.046442380320866415,left,137,F,15.836,SomatoMotor
2603,36422,0.04656530907398354,left,137,M,15.932,SomatoMotor
2604,36574,0.04634642247936114,left,137,M,16.041,SomatoMotor
2605,36657,0.04576856048754071,left,137,F,16.255,SomatoMotor
2606,36352,0.046962728963755876,left,137,M,16.444,SomatoMotor
2607,35949,0.04579814190292276,left,137,M,16.956,SomatoMotor
