,subject,value,hemi,region,sex,age,yeo_label
8757,35241,0.032335519209169446,left,153,F,18.114,SomatoMotor
8758,34884,0.030617464338044492,left,153,M,18.311,SomatoMotor
8759,33825,0.03396047294073972,left,153,M,18.855,SomatoMotor
8760,33734,0.029966413031175643,left,153,M,19.082,SomatoMotor
8761,35253,0.03392041591310351,left,153,M,19.154,SomatoMotor
8762,33278,0.033351064388743835,left,153,F,19.764,SomatoMotor
8763,33199,0.03402899542397095,left,153,F,19.901,SomatoMotor
8764,33002,0.031498040742394165,left,153,F,20.339,SomatoMotor
8765,33882,0.03405602476007038,left,153,F,21.607,SomatoMotor
8766,32924,0.0315901709054962,left,153,F,22.563,SomatoMotor
8767,29949,0.035995881229236436,left,153,F,26.428,SomatoMotor
8768,49134,0.039473757075811855,right,153,F,1.131,SomatoMotor
8769,49112,0.03540196482413145,right,153,F,1.982,SomatoMotor
8770,48233,0.04122845506771089,right,153,M,1.988,SomatoMotor
8771,49050,0.03714328103418028,right,153,F,1.993,SomatoMotor
8772,49041,0.038739764961663696,right,153,M,1.996,SomatoMotor
8773,49225,0.03534894477982423,right,153,F,1.999,SomatoMotor
8774,47979,0.03945144806883128,right,153,M,2.001,SomatoMotor
8775,49196,0.034315543995832365,right,153,F,2.004,SomatoMotor
8776,48184,0.03782966901640205,right,153,M,2.007,SomatoMotor
8777,49078,0.03521243967554891,right,153,M,2.01,SomatoMotor
8778,42019,0.038164942586389666,right,153,M,3.816,SomatoMotor
8779,41807,0.038339214128994034,right,153,M,3.904,SomatoMotor
8780,41716,0.03593352378549865,right,153,M,3.907,SomatoMotor
8781,41854,0.04098244871701537,right,153,M,3.915,SomatoMotor
8782,41651,0.032518086505615044,right,153,M,3.948,SomatoMotor
8783,41547,0.03892496750945458,right,153,M,3.973,SomatoMotor
8784,41519,0.03539799118890906,right,153,M,3.981,SomatoMotor
8785,41463,0.03950158335617786,right,153,M,4.074,SomatoMotor
8786,41458,0.03522673839729239,right,153,M,4.112,SomatoMotor
8787,40033,0.036315278997274124,right,153,M,5.899,SomatoMotor
8788,39066,0.03709025913163579,right,153,M,6.877,SomatoMotor
8789,44444,0.03642500618490476,right,153,F,7.149,SomatoMotor
8790,37972,0.03365316940920945,right,153,M,8.016,SomatoMotor
8791,36824,0.038304614334703634,right,153,M,9.775,SomatoMotor
8792,36464,0.034996808859967976,right,153,M,9.945,SomatoMotor
8793,36291,0.03668700866687208,right,153,M,10.036,SomatoMotor
8794,41759,0.033321218975441054,right,153,F,10.259,SomatoMotor
8795,41645,0.03320776890379759,right,153,F,10.322,SomatoMotor
8796,41372,0.03407312809394041,right,153,F,10.957,SomatoMotor
8797,41083,0.03383100810020279,right,153,F,11.154,SomatoMotor
8798,40706,0.0319664814833158,right,153,F,11.231,SomatoMotor
8799,34847,0.03563739101419089,right,153,M,12.027,SomatoMotor
8800,39834,0.03234192740290839,right,153,F,12.255,SomatoMotor
8801,39599,0.03541227902388308,right,153,F,12.329,SomatoMotor
8802,34110,0.03179695056620098,right,153,M,12.929,SomatoMotor
8803,39437,0.031090034225140433,right,153,F,13.005,SomatoMotor
8804,33111,0.03417420478256616,right,153,M,13.992,SomatoMotor
8805,32479,0.03324486412512551,right,153,M,14.921,SomatoMotor
8806,32287,0.03538095690667743,right,153,M,14.984,SomatoMotor
8807,37169,0.03370895677018907,right,153,F,15.107,SomatoMotor
8808,37693,0.03316754372649631,right,153,F,15.14,SomatoMotor
8809,36831,0.04054431324941925,right,153,F,15.775,SomatoMotor
8810,36374,0.03401202716496502,right,153,F,15.836,SomatoMotor
8811,36422,0.030191470212387012,right,153,M,15.932,SomatoMotor
8812,36574,0.031103946235328393,right,153,M,16.041,SomatoMotor
8813,36657,0.03534714710450503,right,153,F,16.255,SomatoMotor
8814,36352,0.030192630506158204,right,153,M,16.444,SomatoMotor
8815,35949,0.03927166533901602,right,153,M,16.956,SomatoMotor
8816,35671,0.035866241378782186,right,153,F,16.992,SomatoMotor
8817,35545,0.03313738045549885,right,153,F,17.129,SomatoMotor
8818,35580,0.031696156841484316,right,153,M,17.273,SomatoMotor
8819,35306,0.029948471569745904,right,153,M,17.614,SomatoMotor
8820,34839,0.03277408446635189,right,153,F,18.022,SomatoMotor
8821,35241,0.03337482583863992,right,153,F,18.114,SomatoMotor
8822,34884,0.029830087007349113,right,153,M,18.311,SomatoMotor
8823,33825,0.0332372808899104,right,153,M,18.855,SomatoMotor
8824,33734,0.029049701706457598,right,153,M,19.082,SomatoMotor
8825,35253,0.03066187345709058,right,153,M,19.154,SomatoMotor
8826,33278,0.03376465552955462,right,153,F,19.764,SomatoMotor
8827,33199,0.03399966245485588,right,153,F,19.901,SomatoMotor
8828,33002,0.032004516208932875,right,153,F,20.339,SomatoMotor
8829,33882,0.03338471262088074,right,153,F,21.607,SomatoMotor
8830,32924,0.033133520965388935,right,153,F,22.563,SomatoMotor
8831,29949,0.039370869745584104,right,153,F,26.428,SomatoMotor
8832,49134,0.03574261243200736,left,126,F,1.131,Default Mode
8833,49112,0.03077237289664567,left,126,F,1.982,Default Mode
8834,48233,0.03143478824233535,left,126,M,1.988,Default Mode
8835,49050,0.036431939598034584,left,126,F,1.993,Default Mode
8836,49041,0.030996434618822413,left,126,M,1.996,Default Mode
8837,49225,0.03191263893256794,left,126,F,1.999,Default Mode
8838,47979,0.03315489905385796,left,126,M,2.001,Default Mode
8839,49196,0.029330076773054218,left,126,F,2.004,Default Mode
8840,48184,0.03148095179575689,left,126,M,2.007,Default Mode
8841,49078,0.03459905742040823,left,126,M,2.01,Default Mode
8842,42019,0.03157810278667611,left,126,M,3.816,Default Mode
8843,41807,0.03161617474137728,left,126,M,3.904,Default Mode
8844,41716,0.03358807685781259,left,126,M,3.907,Default Mode
8845,41854,0.034402521593589294,left,126,M,3.915,Default Mode
8846,41651,0.02770213075257848,left,126,M,3.948,Default Mode
8847,41547,0.03139748982311802,left,126,M,3.973,Default Mode
8848,41519,0.031747104967326606,left,126,M,3.981,Default Mode
8849,41463,0.031395124316554834,left,126,M,4.074,Default Mode
8850,41458,0.03197724484827148,left,126,M,4.112,Default Mode
8851,40033,0.03241421217327453,left,126,M,5.899,Default Mode
8852,39066,0.031131197564237136,left,126,M,6.877,Default Mode
8853,44444,0.03333520099269695,left,126,F,7.149,Default Mode
8854,37972,0.030378883682040843,left,126,M,8.016,Default Mode
8855,36824,0.030707059771891705,left,126,M,9.775,Default Mode
8856,36464,0.03597831538704099,left,126,M,9.945,Default Mode
8857,36291,0.035523591329739757,left,126,M,10.036,Default Mode
8858,41759,0.030786915375471353,left,126,F,10.259,Default Mode
8859,41645,0.031144812475960796,left,126,F,10.322,Default Mode
8860,41372,0.03291898813891516,left,126,F,10.957,Default Mode
8861,41083,0.030182988870398473,left,126,F,11.154,Default Mode
8862,40706,0.02929664320768851,left,126,F,11.231,Default Mode
8863,34847,0.03465667475289071,left,126,M,12.027,Default Mode
8864,39834,0.028808738224144242,left,126,F,12.255,Default Mode
8865,39599,0.031132216703473527,left,126,F,12.329,Default Mode
8866,34110,0.026231252973779855,left,126,M,12.929,Default Mode
8867,39437,0.029840091822936746,left,126,F,13.005,Default Mode
8868,33111,0.03105646992861893,left,126,M,13.992,Default Mode
8869,32479,0.031442508710193974,left,126,M,14.921,Default Mode
8870,32287,0.03224318058368109,left,126,M,14.984,Default Mode
8871,37169,0.033175162654200334,left,126,F,15.107,Default Mode
8872,37693,0.03448155510847718,left,126,F,15.14,Default Mode
8873,36831,0.04071639490986092,left,126,F,15.775,Default Mode
8874,36374,0.02974924161939864,left,126,F,15.836,Default Mode
8875,36422,0.029805425329018895,left,126,M,15.932,Default Mode
8876,36574,0.028085024946846185,left,126,M,16.041,Default Mode
8877,36657,0.035170832137971925,left,126,F,16.255,Default Mode
8878,36352,0.03151888520963859,left,126,M,16.444,Default Mode
8879,35949,0.03809324951409861,left,126,M,16.956,Default Mode
8880,35671,0.03415782915062345,left,126,F,16.992,Default Mode
8881,35545,0.03149493404476971,left,126,F,17.129,Default Mode
8882,35580,0.030738897101605805,left,126,M,17.273,Default Mode
8883,35306,0.0329669483366305,left,126,M,17.614,Default Mode
8884,34839,0.02867344845416576,left,126,F,18.022,Default Mode
8885,35241,0.033532210823765354,left,126,F,18.114,Default Mode
8886,34884,0.030942183444882577,left,126,M,18.311,Default Mode
8887,33825,0.037961069203629884,left,126,M,18.855,Default Mode
8888,33734,0.030720466037693264,left,126,M,19.082,Default Mode
8889,35253,0.03171224667175384,left,126,M,19.154,Default Mode
8890,33278,0.033469740334360294,left,126,F,19.764,Default Mode
8891,33199,0.032252413040776716,left,126,F,19.901,Default Mode
8892,33002,0.029389688309339416,left,126,F,20.339,Default Mode
8893,33882,0.03165915400101655,left,126,F,21.607,Default Mode
8894,32924,0.028392934197305108,left,126,F,22.563,Default Mode
8895,29949,0.03395817642046692,left,126,F,26.428,Default Mode
8896,49134,0.03681639023498163,right,126,F,1.131,Default Mode
8897,49112,0.031344692698575906,right,126,F,1.982,Default Mode
8898,48233,0.03076854244829454,right,126,M,1.988,Default Mode
8899,49050,0.03251784493541633,right,126,F,1.993,Default Mode
8900,49041,0.028153241200047335,right,126,M,1.996,Default Mode
8901,49225,0.02805104869040602,right,126,F,1.999,Default Mode
8902,47979,0.032093964177898046,right,126,M,2.001,Default Mode
8903,49196,0.029191573659788566,right,126,F,2.004,Default Mode
8904,48184,0.031219081411015513,right,126,M,2.007,Default Mode
8905,49078,0.02990099189100608,right,126,M,2.01,Default Mode
8906,42019,0.032882756631961337,right,126,M,3.816,Default Mode
8907,41807,0.03270618269442546,right,126,M,3.904,Default Mode
8908,41716,0.030136644704202648,right,126,M,3.907,Default Mode
8909,41854,0.033018769987645295,right,126,M,3.915,Default Mode
8910,41651,0.03010012160241609,right,126,M,3.948,Default Mode
8911,41547,0.032611226973673524,right,126,M,3.973,Default Mode
8912,41519,0.029253703682125064,right,126,M,3.981,Default Mode
8913,41463,0.033858076853788534,right,126,M,4.074,Default Mode
8914,41458,0.031978232323636495,right,126,M,4.112,Default Mode
8915,40033,0.030979116569792957,right,126,M,5.899,Default Mode
8916,39066,0.03413172018555598,right,126,M,6.877,Default Mode
8917,44444,0.030660935063244993,right,126,F,7.149,Default Mode
8918,37972,0.03329447647539152,right,126,M,8.016,Default Mode
8919,36824,0.03208572399428492,right,126,M,9.775,Default Mode
8920,36464,0.03379054623202083,right,126,M,9.945,Default Mode
8921,36291,0.034574348189605086,right,126,M,10.036,Default Mode
8922,41759,0.03030679907472588,right,126,F,10.259,Default Mode
8923,41645,0.03162490866276355,right,126,F,10.322,Default Mode
8924,41372,0.0345458426100399,right,126,F,10.957,Default Mode
8925,41083,0.030296963088725353,right,126,F,11.154,Default Mode
8926,40706,0.029441035397092467,right,126,F,11.231,Default Mode
8927,34847,0.033192196524074166,right,126,M,12.027,Default Mode
8928,39834,0.029701669183874763,right,126,F,12.255,Default Mode
8929,39599,0.03245918165802622,right,126,F,12.329,Default Mode
8930,34110,0.030619571112141693,right,126,M,12.929,Default Mode
8931,39437,0.028845685214583913,right,126,F,13.005,Default Mode
8932,33111,0.029290674350784102,right,126,M,13.992,Default Mode
8933,32479,0.032606767888906756,right,126,M,14.921,Default Mode
8934,32287,0.03087846890674571,right,126,M,14.984,Default Mode
8935,37169,0.031061280972132278,right,126,F,15.107,Default Mode
8936,37693,0.03580178020339866,right,126,F,15.14,Default Mode
8937,36831,0.03921142335218416,right,126,F,15.775,Default Mode
8938,36374,0.030147565904658852,right,126,F,15.836,Default Mode
8939,36422,0.03254042190596958,right,126,M,15.932,Default Mode
8940,36574,0.028768371721265625,right,126,M,16.041,Default Mode
8941,36657,0.030618495157064846,right,126,F,16.255,Default Mode
8942,36352,0.03176300399049877,right,126,M,16.444,Default Mode
8943,35949,0.037323942363443045,right,126,M,16.956,Default Mode
8944,35671,0.03390231973781835,right,126,F,16.992,Default Mode
8945,35545,0.032240496351252125,right,126,F,17.129,Default Mode
8946,35580,0.029374504229788986,right,126,M,17.273,Default Mode
8947,35306,0.028645824002733668,right,126,M,17.614,Default Mode
8948,34839,0.03207648240845602,right,126,F,18.022,Default Mode
8949,35241,0.029142666145679286,right,126,F,18.114,Default Mode
8950,34884,0.02849928944136015,right,126,M,18.311,Default Mode
8951,33825,0.03373639216266886,right,126,M,18.855,Default Mode
8952,33734,0.028717695863405238,right,126,M,19.082,Default Mode
8953,35253,0.031070343316777688,right,126,M,19.154,Default Mode
8954,33278,0.02863703168622349,right,126,F,19.764,Default Mode
8955,33199,0.03098953864514602,right,126,F,19.901,Default Mode
8956,33002,0.029243185401302142,right,126,F,20.339,Default Mode
8957,33882,0.0340263413764865,right,126,F,21.607,Default Mode
8958,32924,0.03572820526399457,right,126,F,22.563,Default Mode
8959,29949,0.030159638023376907,right,126,F,26.428,Default Mode
8960,49134,0.04342427015701966,left,103,F,1.131,Default Mode
8961,49112,0.037757053339363765,left,103,F,1.982,Default Mode
8962,48233,0.03650236008084271,left,103,M,1.988,Default Mode
8963,49050,0.039584927688611736,left,103,F,1.993,Default Mode
8964,49041,0.039564202844881484,left,103,M,1.996,Default Mode
8965,49225,0.036182771432361045,left,103,F,1.999,Default Mode
8966,47979,0.038095597509830194,left,103,M,2.001,Default Mode
8967,49196,0.035653703212094594,left,103,F,2.004,Default Mode
8968,48184,0.038069618706260994,left,103,M,2.007,Default Mode
8969,49078,0.03648068089683115,left,103,M,2.01,Default Mode
8970,42019,0.036965981171184305,left,103,M,3.816,Default Mode
8971,41807,0.039709110372039044,left,103,M,3.904,Default Mode
8972,41716,0.03813048470908634,left,103,M,3.907,Default Mode
8973,41854,0.038304030027882706,left,103,M,3.915,Default Mode
8974,41651,0.03393484052293766,left,103,M,3.948,Default Mode
8975,41547,0.039306169305719535,left,103,M,3.973,Default Mode
8976,41519,0.04300338966403745,left,103,M,3.981,Default Mode
8977,41463,0.04053439212091139,left,103,M,4.074,Default Mode
8978,41458,0.034857323637826974,left,103,M,4.112,Default Mode
8979,40033,0.03559888406695959,left,103,M,5.899,Default Mode
8980,39066,0.03603264833577703,left,103,M,6.877,Default Mode
8981,44444,0.03380936578845146,left,103,F,7.149,Default Mode
8982,37972,0.03384803468938731,left,103,M,8.016,Default Mode
8983,36824,0.03282352524298122,left,103,M,9.775,Default Mode
8984,36464,0.03660886360673568,left,103,M,9.945,Default Mode
8985,36291,0.038154720625198216,left,103,M,10.036,Default Mode
8986,41759,0.03442973265234439,left,103,F,10.259,Default Mode
8987,41645,0.03197587113551974,left,103,F,10.322,Default Mode
8988,41372,0.03344136282550231,left,103,F,10.957,Default Mode
8989,41083,0.03333030110319213,left,103,F,11.154,Default Mode
8990,40706,0.030955886293796326,left,103,F,11.231,Default Mode
8991,34847,0.03354115312231404,left,103,M,12.027,Default Mode
8992,39834,0.03216872424132007,left,103,F,12.255,Default Mode
8993,39599,0.033026139189137056,left,103,F,12.329,Default Mode
8994,34110,0.03341646615501531,left,103,M,12.929,Default Mode
8995,39437,0.037586121943925785,left,103,F,13.005,Default Mode
8996,33111,0.03593851817318644,left,103,M,13.992,Default Mode
8997,32479,0.03362372391351724,left,103,M,14.921,Default Mode
8998,32287,0.03585161519329261,left,103,M,14.984,Default Mode
8999,37169,0.032298137899986805,left,103,F,15.107,Default Mode
9000,37693,0.03153338151007697,left,103,F,15.14,Default Mode
9001,36831,0.03386013156736894,left,103,F,15.775,Default Mode
9002,36374,0.0339011689211124,left,103,F,15.836,Default Mode
9003,36422,0.03241436185475353,left,103,M,15.932,Default Mode
9004,36574,0.03255069820100243,left,103,M,16.041,Default Mode
9005,36657,0.03339409176767972,left,103,F,16.255,Default Mode
9006,36352,0.03393260055208134,left,103,M,16.444,Default Mode
9007,35949,0.03699223588520368,left,103,M,16.956,Default Mode
9008,35671,0.033604973035395,left,103,F,16.992,Default Mode
9009,35545,0.03374947058994823,left,103,F,17.129,Default Mode
9010,35580,0.032340421251638614,left,103,M,17.273,Default Mode
9011,35306,0.033094106602718124,left,103,M,17.614,Default Mode
9012,34839,0.03411117355650722,left,103,F,18.022,Default Mode
9013,35241,0.032738757390756455,left,103,F,18.114,Default Mode
9014,34884,0.03280833113342362,left,103,M,18.311,Default Mode
9015,33825,0.035430497806179004,left,103,M,18.855,Default Mode
9016,33734,0.032715531515000985,left,103,M,19.082,Default Mode
9017,35253,0.03396785799426766,left,103,M,19.154,Default Mode
9018,33278,0.03139253687835414,left,103,F,19.764,Default Mode
9019,33199,0.035370083783723055,left,103,F,19.901,Default Mode
9020,33002,0.0319991733987731,left,103,F,20.339,Default Mode
9021,33882,0.033403216977156085,left,103,F,21.607,Default Mode
9022,32924,0.03208117447529027,left,103,F,22.563,Default Mode
9023,29949,0.03572295426530291,left,103,F,26.428,Default Mode
9024,49134,0.04261409327572329,right,103,F,1.131,Default Mode
9025,49112,0.03766424551156601,right,103,F,1.982,Default Mode
9026,48233,0.035902528794809874,right,103,M,1.988,Default Mode
9027,49050,0.03661815355198642,right,103,F,1.993,Default Mode
9028,49041,0.0413286819326345,right,103,M,1.996,Default Mode
9029,49225,0.03674510172674993,right,103,F,1.999,Default Mode
9030,47979,0.037321858509814065,right,103,M,2.001,Default Mode
9031,49196,0.03887413942796665,right,103,F,2.004,Default Mode
9032,48184,0.0388364014683979,right,103,M,2.007,Default Mode
9033,49078,0.037056835192036196,right,103,M,2.01,Default Mode
9034,42019,0.03931315165478269,right,103,M,3.816,Default Mode
9035,41807,0.038035083090702734,right,103,M,3.904,Default Mode
9036,41716,0.03736743622311489,right,103,M,3.907,Default Mode
9037,41854,0.03719840796996812,right,103,M,3.915,Default Mode
9038,41651,0.0367545793155464,right,103,M,3.948,Default Mode
9039,41547,0.037594688626885545,right,103,M,3.973,Default Mode
9040,41519,0.04005834157698651,right,103,M,3.981,Default Mode
9041,41463,0.04309632198831664,right,103,M,4.074,Default Mode
9042,41458,0.039169343822556005,right,103,M,4.112,Default Mode
9043,40033,0.036175628388790966,right,103,M,5.899,Default Mode
9044,39066,0.03653316349260893,right,103,M,6.877,Default Mode
9045,44444,0.03568324636100527,right,103,F,7.149,Default Mode
9046,37972,0.03800497082802688,right,103,M,8.016,Default Mode
9047,36824,0.037871472726419796,right,103,M,9.775,Default Mode
9048,36464,0.03727777209403448,right,103,M,9.945,Default Mode
9049,36291,0.04060975754897684,right,103,M,10.036,Default Mode
9050,41759,0.03652867854219485,right,103,F,10.259,Default Mode
9051,41645,0.03637471007527176,right,103,F,10.322,Default Mode
9052,41372,0.03461821980206328,right,103,F,10.957,Default Mode
9053,41083,0.034250491425186394,right,103,F,11.154,Default Mode
9054,40706,0.03247891885635842,right,103,F,11.231,Default Mode
9055,34847,0.035234172993760283,right,103,M,12.027,Default Mode
9056,39834,0.03474823273358039,right,103,F,12.255,Default Mode
9057,39599,0.0354407802799502,right,103,F,12.329,Default Mode
9058,34110,0.036150740774429,right,103,M,12.929,Default Mode
9059,39437,0.03578692633979667,right,103,F,13.005,Default Mode
9060,33111,0.03670365699098765,right,103,M,13.992,Default Mode
9061,32479,0.036118993365897245,right,103,M,14.921,Default Mode
9062,32287,0.04120982169954074,right,103,M,14.984,Default Mode
9063,37169,0.03288331561383827,right,103,F,15.107,Default Mode
9064,37693,0.03404838801902421,right,103,F,15.14,Default Mode
9065,36831,0.035946099492395536,right,103,F,15.775,Default Mode
9066,36374,0.03536185567077304,right,103,F,15.836,Default Mode
9067,36422,0.03287283813233854,right,103,M,15.932,Default Mode
9068,36574,0.03366609993012069,right,103,M,16.041,Default Mode
9069,36657,0.033287042816079984,right,103,F,16.255,Default Mode
9070,36352,0.03541129942158681,right,103,M,16.444,Default Mode
9071,35949,0.03645901577941377,right,103,M,16.956,Default Mode
9072,35671,0.03271983421423078,right,103,F,16.992,Default Mode
9073,35545,0.034427703246375445,right,103,F,17.129,Default Mode
9074,35580,0.03310177900153793,right,103,M,17.273,Default Mode
9075,35306,0.033861278819801464,right,103,M,17.614,Default Mode
9076,34839,0.033728343525667843,right,103,F,18.022,Default Mode
9077,35241,0.03296346187275978,right,103,F,18.114,Default Mode
9078,34884,0.03245593846427064,right,103,M,18.311,Default Mode
9079,33825,0.03421418453015741,right,103,M,18.855,Default Mode
9080,33734,0.0341862757662713,right,103,M,19.082,Default Mode
9081,35253,0.035673587873132274,right,103,M,19.154,Default Mode
9082,33278,0.03156373920785196,right,103,F,19.764,Default Mode
9083,33199,0.035302495991950525,right,103,F,19.901,Default Mode
9084,33002,0.03297837850640462,right,103,F,20.339,Default Mode
9085,33882,0.033505966694426716,right,103,F,21.607,Default Mode
9086,32924,0.035245683314221725,right,103,F,22.563,Default Mode
9087,29949,0.035364575801783586,right,103,F,26.428,Default Mode
9088,49134,0.03866187368814837,left,187,F,1.131,Ventral Attention
9089,49112,0.03690429011549427,left,187,F,1.982,Ventral Attention
9090,48233,0.03697791759595567,left,187,M,1.988,Ventral Attention
9091,49050,0.037242296525791224,left,187,F,1.993,Ventral Attention
9092,49041,0.03938272280889387,left,187,M,1.996,Ventral Attention
9093,49225,0.03701245421221125,left,187,F,1.999,Ventral Attention
9094,47979,0.0397230452232631,left,187,M,2.001,Ventral Attention
9095,49196,0.038625546135544475,left,187,F,2.004,Ventral Attention
9096,48184,0.03898416717627221,left,187,M,2.007,Ventral Attention
9097,49078,0.035703638873103904,left,187,M,2.01,Ventral Attention
9098,42019,0.03474344491292489,left,187,M,3.816,Ventral Attention
9099,41807,0.03722010385210454,left,187,M,3.904,Ventral Attention
9100,41716,0.03505480318350065,left,187,M,3.907,Ventral Attention
9101,41854,0.03564713391145219,left,187,M,3.915,Ventral Attention
9102,41651,0.03542649954720879,left,187,M,3.948,Ventral Attention
9103,41547,0.03391209894787517,left,187,M,3.973,Ventral Attention
9104,41519,0.03532442399603337,left,187,M,3.981,Ventral Attention
9105,41463,0.03381694960560583,left,187,M,4.074,Ventral Attention
9106,41458,0.03549458139663118,left,187,M,4.112,Ventral Attention
9107,40033,0.0391740479213991,left,187,M,5.899,Ventral Attention
9108,39066,0.03564358896620735,left,187,M,6.877,Ventral Attention
9109,44444,0.03310986254098533,left,187,F,7.149,Ventral Attention
9110,37972,0.03906256063331567,left,187,M,8.016,Ventral Attention
9111,36824,0.036425868050452184,left,187,M,9.775,Ventral Attention
9112,36464,0.03613582706548035,left,187,M,9.945,Ventral Attention
9113,36291,0.03993170596952452,left,187,M,10.036,Ventral Attention
9114,41759,0.03538390861813642,left,187,F,10.259,Ventral Attention
9115,41645,0.03326771721536158,left,187,F,10.322,Ventral Attention
9116,41372,0.03289402537968058,left,187,F,10.957,Ventral Attention
9117,41083,0.038915669824687874,left,187,F,11.154,Ventral Attention
9118,40706,0.03837318696104364,left,187,F,11.231,Ventral Attention
9119,34847,0.03633852661746678,left,187,M,12.027,Ventral Attention
9120,39834,0.03680548251487251,left,187,F,12.255,Ventral Attention
9121,39599,0.03859173525433986,left,187,F,12.329,Ventral Attention
9122,34110,0.03862621140508673,left,187,M,12.929,Ventral Attention
9123,39437,0.037257011622498296,left,187,F,13.005,Ventral Attention
9124,33111,0.03650648000441199,left,187,M,13.992,Ventral Attention
9125,32479,0.03806356622678103,left,187,M,14.921,Ventral Attention
9126,32287,0.03678431963807736,left,187,M,14.984,Ventral Attention
9127,37169,0.0376740105296149,left,187,F,15.107,Ventral Attention
9128,37693,0.033620935283671216,left,187,F,15.14,Ventral Attention
9129,36831,0.0400546003282267,left,187,F,15.775,Ventral Attention
9130,36374,0.03756512352070472,left,187,F,15.836,Ventral Attention
9131,36422,0.037969203149639585,left,187,M,15.932,Ventral Attention
9132,36574,0.04133212899116904,left,187,M,16.041,Ventral Attention
9133,36657,0.036657192537701506,left,187,F,16.255,Ventral Attention
9134,36352,0.03880016054196603,left,187,M,16.444,Ventral Attention
9135,35949,0.039886187430666416,left,187,M,16.956,Ventral Attention
9136,35671,0.03748283209857518,left,187,F,16.992,Ventral Attention
9137,35545,0.033478405165388914,left,187,F,17.129,Ventral Attention
9138,35580,0.039553987707545944,left,187,M,17.273,Ventral Attention
9139,35306,0.039011041070919954,left,187,M,17.614,Ventral Attention
9140,34839,0.03909321141491484,left,187,F,18.022,Ventral Attention
9141,35241,0.0365268511049533,left,187,F,18.114,Ventral Attention
9142,34884,0.034603448991778814,left,187,M,18.311,Ventral Attention
9143,33825,0.03933059759325621,left,187,M,18.855,Ventral Attention
9144,33734,0.038086360383537556,left,187,M,19.082,Ventral Attention
9145,35253,0.03596161289584523,left,187,M,19.154,Ventral Attention
9146,33278,0.03889688170442148,left,187,F,19.764,Ventral Attention
9147,33199,0.03558349786035321,left,187,F,19.901,Ventral Attention
9148,33002,0.03507983280487838,left,187,F,20.339,Ventral Attention
9149,33882,0.03525976250775211,left,187,F,21.607,Ventral Attention
9150,32924,0.03704046324072301,left,187,F,22.563,Ventral Attention
9151,29949,0.040311286171180453,left,187,F,26.428,Ventral Attention
9152,49134,0.04000551247279809,right,187,F,1.131,Ventral Attention
9153,49112,0.03745802540077345,right,187,F,1.982,Ventral Attention
9154,48233,0.03647097999474917,right,187,M,1.988,Ventral Attention
9155,49050,0.038664380009618235,right,187,F,1.993,Ventral Attention
9156,49041,0.04038359695923389,right,187,M,1.996,Ventral Attention
9157,49225,0.03961272064974854,right,187,F,1.999,Ventral Attention
9158,47979,0.04346461657945097,right,187,M,2.001,Ventral Attention
9159,49196,0.04029770866014584,right,187,F,2.004,Ventral Attention
9160,48184,0.03959833562009698,right,187,M,2.007,Ventral Attention
9161,49078,0.035301446341380126,right,187,M,2.01,Ventral Attention
9162,42019,0.03544478612401263,right,187,M,3.816,Ventral Attention
9163,41807,0.03751335985017008,right,187,M,3.904,Ventral Attention
9164,41716,0.03749312020657683,right,187,M,3.907,Ventral Attention
9165,41854,0.03567589549233981,right,187,M,3.915,Ventral Attention
9166,41651,0.03769121545897093,right,187,M,3.948,Ventral Attention
9167,41547,0.03647746462649072,right,187,M,3.973,Ventral Attention
9168,41519,0.037231911983058745,right,187,M,3.981,Ventral Attention
9169,41463,0.036553231137337064,right,187,M,4.074,Ventral Attention
9170,41458,0.03527344323732122,right,187,M,4.112,Ventral Attention
9171,40033,0.0398817272274357,right,187,M,5.899,Ventral Attention
9172,39066,0.03518812502257258,right,187,M,6.877,Ventral Attention
9173,44444,0.03574479474476813,right,187,F,7.149,Ventral Attention
9174,37972,0.03968676282081718,right,187,M,8.016,Ventral Attention
9175,36824,0.03846019886428138,right,187,M,9.775,Ventral Attention
9176,36464,0.03910040555472555,right,187,M,9.945,Ventral Attention
9177,36291,0.040753863921733635,right,187,M,10.036,Ventral Attention
9178,41759,0.036204292082409224,right,187,F,10.259,Ventral Attention
9179,41645,0.03607729653375422,right,187,F,10.322,Ventral Attention
9180,41372,0.03367126539630742,right,187,F,10.957,Ventral Attention
9181,41083,0.038712426896539726,right,187,F,11.154,Ventral Attention
9182,40706,0.03848851945942246,right,187,F,11.231,Ventral Attention
9183,34847,0.03558597739009569,right,187,M,12.027,Ventral Attention
9184,39834,0.03817007983911074,right,187,F,12.255,Ventral Attention
9185,39599,0.03788467354831823,right,187,F,12.329,Ventral Attention
9186,34110,0.04158731116946096,right,187,M,12.929,Ventral Attention
9187,39437,0.03642264157070489,right,187,F,13.005,Ventral Attention
9188,33111,0.038632061455357594,right,187,M,13.992,Ventral Attention
9189,32479,0.036020454292687264,right,187,M,14.921,Ventral Attention
9190,32287,0.03781558416582935,right,187,M,14.984,Ventral Attention
9191,37169,0.03806585541796242,right,187,F,15.107,Ventral Attention
9192,37693,0.03316711772344549,right,187,F,15.14,Ventral Attention
9193,36831,0.0394276965624729,right,187,F,15.775,Ventral Attention
9194,36374,0.038687111783562614,right,187,F,15.836,Ventral Attention
9195,36422,0.04045590410102411,right,187,M,15.932,Ventral Attention
